"Concepto","Principal","Monto Documento","Tipo Vista","Fecha Generación","Folio","Título","Número Documento","Fecha Documento","Tipo Documento","Monto Documento"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/01/2021","2921","FA / 4901 / 8093157 / 2069-9289-CM20 / JAIME ALFONSO GONZALEZ PAREDES","4901","30/12/2020","Factura Afecta Electrónica","2.058.921"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/01/2021","2923","FA / 4902 / 8093157 / 2069-9168-CM20 / JAIME ALFONSO GONZALEZ PAREDES","4902","30/12/2020","Factura Afecta Electrónica","1.791.349"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/01/2021","2931","FA / 4903 / 8093157 / 2069-9021-CM20 / JAIME ALFONSO GONZALEZ PAREDES","4903","30/12/2020","Factura Afecta Electrónica","2.277.509"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/01/2021","3009","DJ DV FC 4929JAIME GONZALEZ E2021","4929","15/01/2021","Factura Afecta Electrónica","1.642.036"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","17/02/2021","4845","FA / 4972 / 8093157-3 / 2069-590-CM21 / apolo 8","4972","29/01/2021","Factura Afecta Electrónica","1.650.223"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","19/02/2021","5764","FA / 4986 / 8093157 / 2069-5808-CM20 / JAIME ALFONSO GONZALEZ PAREDES","4986","02/02/2021","Factura Afecta Electrónica","101.328"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","19/02/2021","5765","FA / 5006 / 8093157 / 2069-5808-CM20 / JAIME ALFONSO GONZALEZ PAREDES","5006","09/02/2021","Factura Afecta Electrónica","101.328"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","19/02/2021","5766","FA / 4937 / 8093157 / 2069-5808-CM20 / JAIME ALFONSO GONZALEZ PAREDES","4937","19/01/2021","Factura Afecta Electrónica","126.660"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","23/02/2021","6092","DJDVFC 4953 JAIME GONZALEZ - FBR2021","4953","26/01/2021","Factura Afecta Electrónica","75.996"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","28/02/2021","7497","FA / 5051 / 8093157 / 2069-731-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5051","23/02/2021","Factura Afecta Electrónica","1.719.122"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","28/02/2021","8702","FA / 5078 / 8093157 / 2069-1398-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5078","26/02/2021","Factura Afecta Electrónica","3.536.219"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","18/03/2021","10657","FA / 5032 / 8093157 / 2069-5808-CM20 / JAIME ALFONSO GONZALEZ PAREDES","5032","16/02/2021","Factura Afecta Electrónica","101.328"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","23/03/2021","11846","FA / 5122 / 8093157 / 2069-2114-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5122","09/03/2021","Factura Afecta Electrónica","1.493.463"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","23/03/2021","11847","FA / 5096 / 8093157 / 2069-1729-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5096","02/03/2021","Factura Afecta Electrónica","1.659.552"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","23/03/2021","11860","FA / 5140 / 8093157 / 2069-1941-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5140","12/03/2021","Factura Afecta Electrónica","1.772.672"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","23/03/2021","11861","FA / 5097 / 8093157 / 2069-1713-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5097","02/03/2021","Factura Afecta Electrónica","2.121.889"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","24/03/2021","12077","FA / 5055 / 8093157 / 2069-5808-CM20 / JAIME ALFONSO GONZALEZ PAREDES","5055","23/02/2021","Factura Afecta Electrónica","75.996"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/03/2021","13551","FA / 5162 / 8093157 / 2069-2456-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5162","16/03/2021","Factura Afecta Electrónica","106.488"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/03/2021","15021","FA / 5194 / 8093157 / 2069-2456-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5194","23/03/2021","Factura Afecta Electrónica","79.866"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/03/2021","15022","FA / 5230 / 8093157 / 2069-2456-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5230","30/03/2021","Factura Afecta Electrónica","106.488"
"2201001001 Pacientes","8093157-3 JAIME GONZALEZ PAREDES","30.482.332","Tipo Flujo","31/03/2021","15027","FA / 5229 / 8093157 / 2069-2609-CM21 / JAIME ALFONSO GONZALEZ PAREDES","5229","30/03/2021","Factura Afecta Electrónica","2.470.110"
"2201001001 Pacientes","96532120-9 LA OFERTA S.A.","4.106.261","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001001 Pacientes","96532120-9 LA OFERTA S.A.","4.106.261","Tipo Flujo","13/01/2021","37","FA / 1192990 / 96532120 / 2069-10071-CM20 / LA OFERTA COMERCIAL LTDA.","1192990","07/01/2021","Factura Afecta Electrónica","1.314.426"
"2201001001 Pacientes","96532120-9 LA OFERTA S.A.","4.106.261","Tipo Flujo","17/02/2021","5009","FA / 1197948 / 96532120 / 2069-699-CM21 / LA OFERTA COMERCIAL LTDA.","1197948","01/02/2021","Factura Afecta Electrónica","1.294.430"
"2201001001 Pacientes","96532120-9 LA OFERTA S.A.","4.106.261","Tipo Flujo","13/03/2021","9533","FA / 1203670 / 96532120 / 2069-1724-CM21 / LA OFERTA COMERCIAL LTDA.","1203670","05/03/2021","Factura Afecta Electrónica","916.335"
"2201001001 Pacientes","96532120-9 LA OFERTA S.A.","4.106.261","Tipo Flujo","31/03/2021","14777","FA / 1208642 / 96532120 / 2069-2450-CM21 / LA OFERTA COMERCIAL LTDA.","1208642","31/03/2021","Factura Afecta Electrónica","581.070"
"2201001001 Pacientes","96608750-1 MARICE S.A.","167.141","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001001 Pacientes","96608750-1 MARICE S.A.","167.141","Tipo Flujo","18/02/2021","5565","FA / 5057 / 96608750 / 2069-4782-CM20 / MARICE SOCIEDAD ANONIMA","5057","31/01/2021","Factura Afecta Electrónica","12.150"
"2201001001 Pacientes","96608750-1 MARICE S.A.","167.141","Tipo Flujo","31/03/2021","15114","FA / 5241 / 96608750 / 2069-2109-CM21 / MARICE SOCIEDAD ANONIMA","5241","31/03/2021","Factura Afecta Electrónica","137.281"
"2201001001 Pacientes","96608750-1 MARICE S.A.","167.141","Tipo Flujo","31/03/2021","15119","FA / 5244 / 96608750 / 2069-2109-CM21 / MARICE SOCIEDAD ANONIMA","5244","31/03/2021","Factura Afecta Electrónica","17.710"
"2201001001 Pacientes","96670840-9 DIMERC S.A.","2.636.559","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001001 Pacientes","96670840-9 DIMERC S.A.","2.636.559","Tipo Flujo","17/02/2021","4914","FA / 9578988 / 96670840-9 / 2069-698-CM21 / DIMERC S.A.","9578988","30/01/2021","Factura Afecta Electrónica","1.791.897"
"2201001001 Pacientes","96670840-9 DIMERC S.A.","2.636.559","Tipo Flujo","31/03/2021","13845","FA / 9584168 / 96670840 / 2069-2451-CM21 / DIMERC S A","9584168","31/03/2021","Factura Afecta Electrónica","844.662"
"2201001002 Funcionarios","76969119-7 AQUANOS JOSE LUIS HERNANDEZ MUÑOZ EIRL","166.124","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001002 Funcionarios","76969119-7 AQUANOS JOSE LUIS HERNANDEZ MUÑOZ EIRL","166.124","Tipo Flujo","31/01/2021","2751","FA / 128 / 76969119-7 / 2069-10013-AG20 / AQUANOS","128","29/12/2020","Factura Afecta Electrónica","166.124"
"2201001002 Funcionarios","96532120-9 LA OFERTA S.A.","232.745","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001002 Funcionarios","96532120-9 LA OFERTA S.A.","232.745","Tipo Flujo","31/01/2021","2652","FA / 1187576 / 96532120-9 / 2069-10034-AG20 / La Oferta","1187576","28/12/2020","Factura Afecta Electrónica","79.093"
"2201001002 Funcionarios","96532120-9 LA OFERTA S.A.","232.745","Tipo Flujo","31/01/2021","2654","FA / 1187628 / 96532120-9 / 2069-10200-AG20 / La Oferta","1187628","29/12/2020","Factura Afecta Electrónica","153.652"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Saldo Inicial","","","Saldo Inicial","","","","0"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","31/01/2021","1707","FA / 33804 / 96872930 / 2069-836-SE21 / SOC ADMINISTRADORA DE CASINOS Y SERVICI","33804","29/01/2021","Factura Afecta Electrónica","100.812.600"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","18/02/2021","5479","FA / 33805 / 96872930 / 2069-835-SE21 / SOC ADMINISTRADORA DE CASINOS Y SERVICI","33805","29/01/2021","Factura Afecta Electrónica","4.392.360"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","28/02/2021","7063","CM DEVENGA FACTURA 34175 - SOC. ADMINISTRADORA ALISERVICE -  FEBRERO 2021","34175","24/02/2021","Factura Afecta Electrónica","100.198.140"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","28/02/2021","8206","FA / 34176 / 96872930 / 2069-1617-SE21 / SOC ADMINISTRADORA DE CASINOS Y SERVIC","34176","24/02/2021","Factura Afecta Electrónica","4.806.900"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","31/03/2021","13717","FA / 34710 / 96872930 / 2069-2825-SE21 / SOC ADMINISTRADORA DE CASINOS Y SERVIC","34710","29/03/2021","Factura Afecta Electrónica","96.908.280"
"2201001002 Funcionarios","96872930-6 SOCIEDAD ADMINISTRADORA DE CASINOS Y SERVICIOS ALISERVICE S.A.","311.569.440","Tipo Flujo","31/03/2021","13734","FA / 34711 / 96872930 / 2069-2826-SE21 / SOC ADMINISTRADORA DE CASINOS Y SERVIC","34711","29/03/2021","Factura Afecta Electrónica","4.451.160"
"2202001 Textiles y Acabados Textiles","76029126-9 COMERCIAL FENIX LTDA","237.048","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","76029126-9 COMERCIAL FENIX LTDA","237.048","Tipo Flujo","17/03/2021","10365","FA / 14516 / 76029126 / 2069-2131-AG21 / COMERCIAL FENIX LIMITADA","14516","16/03/2021","Factura Afecta Electrónica","237.048"
"2202001 Textiles y Acabados Textiles","76216692-5 SOC. CONSULTORA Y COMERCIALIZADORA DUX","319.872","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","76216692-5 SOC. CONSULTORA Y COMERCIALIZADORA DUX","319.872","Tipo Flujo","31/01/2021","3018","PB DEVENGAR 3152 SOC ","3152","29/12/2020","Factura Afecta Electrónica","319.872"
"2202001 Textiles y Acabados Textiles","76449260-9 VESTUARIOS INDUSTRIALES S.A.","2.281.230","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","76449260-9 VESTUARIOS INDUSTRIALES S.A.","2.281.230","Tipo Flujo","26/03/2021","12969","FA / 10350 / 76449260-9 / 621-436-SE19 / ","10350","15/03/2021","Factura Afecta Electrónica","2.281.230"
"2202001 Textiles y Acabados Textiles","77276779-K SANTA ISIDORA SPA","887.740","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","77276779-K SANTA ISIDORA SPA","887.740","Tipo Flujo","12/03/2021","9503","FA / 19 / 77276779 / 2069-702-AG21 / SANTA ISIDORA SPA","19","09/03/2021","Factura Afecta Electrónica","875.840"
"2202001 Textiles y Acabados Textiles","77276779-K SANTA ISIDORA SPA","887.740","Tipo Flujo","24/03/2021","12153","AJUSTE DEVENGO FA / 19 / 77276779 / 2069-702-AG21 / SANTA ISIDORA SPA","6","13/03/2021","Nota de Crédito Electrónica","(875.840)"
"2202001 Textiles y Acabados Textiles","77276779-K SANTA ISIDORA SPA","887.740","Tipo Flujo","24/03/2021","12154","FA / 22 / 77276779-K / 2069-702-AG21 / SANTA ISIDORA SpA","22","13/03/2021","Factura Afecta Electrónica","887.740"
"2202001 Textiles y Acabados Textiles","7985301-1 ROBERTO CESAR LOPEZ LEIVA","191.828","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","7985301-1 ROBERTO CESAR LOPEZ LEIVA","191.828","Tipo Flujo","28/02/2021","6956","FA / 2044 / 7985301 / 2069-725-AG21 / ROBERTO CESAR LOPEZ LEIVA","2044","22/02/2021","Factura Afecta Electrónica","191.828"
"2202001 Textiles y Acabados Textiles","87860400-8 RECUPERADORA TEXTIL LTDA.","4.473.924","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","87860400-8 RECUPERADORA TEXTIL LTDA.","4.473.924","Tipo Flujo","29/01/2021","1085","FA / 5962 / 87860400-8 / 621-73-SE20 / ","5962","28/12/2020","Factura Afecta Electrónica","1.491.308"
"2202001 Textiles y Acabados Textiles","87860400-8 RECUPERADORA TEXTIL LTDA.","4.473.924","Tipo Flujo","19/02/2021","5745","FA / 6227 / 87860400-8 /  / ","6227","02/02/2021","Factura Afecta Electrónica","1.491.308"
"2202001 Textiles y Acabados Textiles","87860400-8 RECUPERADORA TEXTIL LTDA.","4.473.924","Tipo Flujo","19/03/2021","11390","FA / 6587 / 87860400-8 / 621-73-SE20 / ","6587","03/03/2021","Factura Afecta Electrónica","1.491.308"
"2202001 Textiles y Acabados Textiles","9528011-0 RAMON DAVID VERA GUINEO","409.360","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202001 Textiles y Acabados Textiles","9528011-0 RAMON DAVID VERA GUINEO","409.360","Tipo Flujo","12/03/2021","9506","FA / 1382 / 9528011 / 2069-1683-AG21 / RAMON DAVID VERA GUINEO","1382","09/03/2021","Factura Afecta Electrónica","409.360"
"2202002001 Vest Y Acces P Diversas Para El Personal","6950453-1 HERNAN LEMUS LEYTON","507.119","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202002001 Vest Y Acces P Diversas Para El Personal","6950453-1 HERNAN LEMUS LEYTON","507.119","Tipo Flujo","28/01/2021","697","FA / 3548 / 6950453 / 2069-7208-CM20 / HERNAN ORLANDO LEMUS LEYTON","3548","14/01/2021","Factura Afecta Electrónica","507.119"
"2202003 Calzado","96542490-3 TRECK S.A","502.418","Saldo Inicial","","","Saldo Inicial","","","","0"
"2202003 Calzado","96542490-3 TRECK S.A","502.418","Tipo Flujo","13/03/2021","9550","FA / 1553515 / 96542490 / 2069-1537-AG21 / TRECK S A","1553515","10/03/2021","Factura Afecta Electrónica","502.418"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Saldo Inicial","","","Saldo Inicial","","","","0"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","27/01/2021","418","FA / 1496339 / 79588870-5 /  / ","1496339","15/01/2021","Factura Afecta Electrónica","416.335"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","27/01/2021","419","FA / 1496340 / 79588870-5 /  / ","1496340","15/01/2021","Factura Afecta Electrónica","140.087"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","27/01/2021","420","FA / 1496341 / 79588870-5 /  / ","1496341","15/01/2021","Factura Afecta Electrónica","14.847"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","27/01/2021","421","FA / 1496342 / 79588870-5 /  / ","1496342","15/01/2021","Factura Afecta Electrónica","22.036"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","17/02/2021","4641","CM DEVENGA DIF. DE ACEPTA A FACTURA 1496339 - ESMAX ","1496339","15/01/2021","Documento de Negocio","1"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","18/02/2021","5304","FA / 1501769 / 79588870-5 /  / ","1501769","31/01/2021","Factura Afecta Electrónica","140.117"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","18/02/2021","5305","FA / 1501770 / 79588870-5 /  / ","1501770","31/01/2021","Factura Afecta Electrónica","446.551"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","18/02/2021","5315","FA / 1501771 / 79588870-5 /  / ","1501771","31/01/2021","Factura Afecta Electrónica","28.672"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","28/02/2021","7493","FA / 1510149 / 79588870-5 /  / ","1510149","15/02/2021","Factura Afecta Electrónica","436.520"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","17/03/2021","10282","FA / 1516413 / 79588870-5 /  / ","1516413","28/02/2021","Factura Afecta Electrónica","479.526"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","31/03/2021","13598","FA / 1534053 / 79588870-5 /  / ","1534053","15/03/2021","Factura Afecta Electrónica","612.876"
"2203001 Para Vehículos","79588870-5 PETROBRAS CHILE DISTRIBUCION LTDA.","2.785.178","Tipo Flujo","31/03/2021","13599","FA / 1534054 / 79588870-5 /  / ","1534054","15/03/2021","Factura Afecta Electrónica","47.610"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","29/01/2021","1099","FA / 3502 / 6950453-1 / 2069-9956-CM20 / Hernan Orlando Lemus Leiton","3502","23/12/2020","Factura Afecta Electrónica","11.100.261"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","17/02/2021","4693","FA / 3575 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3575","28/01/2021","Factura Afecta Electrónica","666.567"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","17/02/2021","4871","FA / 3574 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3574","28/01/2021","Factura Afecta Electrónica","3.301.995"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","18/02/2021","5323","FA / 3573 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3573","28/01/2021","Factura Afecta Electrónica","2.272.431"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","18/02/2021","5342","FA / 3572 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3572","28/01/2021","Factura Afecta Electrónica","2.389.556"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","18/02/2021","5379","FA / 3576 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3576","28/01/2021","Factura Afecta Electrónica","216.303"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","24/02/2021","6148","FA / 3619 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3619","11/02/2021","Factura Afecta Electrónica","8.948.742"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","28/02/2021","7407","FA / 3624 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3624","17/02/2021","Factura Afecta Electrónica","1.140.710"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","28/02/2021","7408","FA / 3625 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3625","17/02/2021","Factura Afecta Electrónica","1.223.735"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","28/02/2021","8099","FA / 3621 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3621","16/02/2021","Factura Afecta Electrónica","2.929.246"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","09/03/2021","8868","FA / 3655 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3655","01/03/2021","Factura Afecta Electrónica","4.285.435"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","23/03/2021","11825","FA / 3687 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3687","15/03/2021","Factura Afecta Electrónica","387.903"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","24/03/2021","12086","FA / 3676 / 6950453 / 2069-730-CM21 / HERNAN ORLANDO LEMUS LEYTON","3676","10/03/2021","Factura Afecta Electrónica","664.623"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","24/03/2021","12087","FA / 3686 / 6950453-1 / 2069-730-CM21 / Hernan Orlando Lemus Leiton","3686","12/03/2021","Factura Afecta Electrónica","1.147.667"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","24/03/2021","12088","FA / 3685 / 6950453-1 / 2069-730-CM21 / Hernan Orlando Lemus Leiton","3685","12/03/2021","Factura Afecta Electrónica","1.181.910"
"2204001 Materiales de Oficina","6950453-1 HERNAN LEMUS LEYTON","46.502.423","Tipo Flujo","24/03/2021","12089","FA / 3684 / 6950453-1 / 2069-730-CM21 / Hernan Orlando Lemus Leiton","3684","12/03/2021","Factura Afecta Electrónica","2.776.889"
